TransactionID,TransactionDate,CustomerID,BranchID,Region,AccountType,TransactionType,TransactionChannel,TransactionAmount,AccountBalance,CustomerAge,Gender,Occupation,MonthlyIncome,CreditScore,LoanStatus,AccountTenure,NumberOfTransactions,DigitalBankingUsage,CustomerSatisfaction,HighValueCustomer,FutureTransactionAmount
1439,2025-08-19,C18352,B008,Coast,Current,Withdrawal,Mobile Banking,206198.44,1069893.25,41,Male,Civil Servant,456803.02,568,Yes,1.5,247,81.8,1.2,No,170401.95
1440,2025-03-25,C47076,B003,Eastern,Current,Loan Repayment,Branch,146142.47,273589.05,75,Female,Student,212405.91,812,Yes,3.4,62,15.6,1.7,No,189780.06
1441,2024-01-25,C32545,B009,Central,Current,Deposit,Internet Banking,153480.25,449781.56,23,Male,Civil Servant,336560.41,564,No,8.0,43,62.7,4.7,No,182422.18
1442,2024-07-29,C84637,B013,Western,Current,Loan Repayment,Internet Banking,408246.01,1974557.58,46,Female,Civil Servant,206505.55,731,No,1.9,25,41.1,3.0,Yes,451333.96
1443,2024-02-18,C33722,B002,Nairobi,Fixed Deposit,Loan Repayment,Branch,326202.11,388441.25,29,Male,Teacher,368009.76,649,No,11.2,164,70.9,3.6,No,382808.55
1444,2024-08-17,C90383,B007,Nairobi,Savings,Bill Payment,Mobile Banking,100361.03,897039.92,28,Male,Student,213919.07,372,Yes,17.5,81,75.0,3.4,No,125632.68
1445,2024-08-30,C13967,B005,Central,Current,Bill Payment,Internet Banking,22461.25,1637796.52,57,Male,Business,466676.58,636,Yes,12.4,214,31.1,3.7,Yes,22863.14
1446,2024-07-20,C95586,B013,Coast,Current,Deposit,Branch,93664.54,1274023.04,55,Female,Teacher,50803.03,328,No,10.2,254,23.9,1.2,Yes,97550.04
1447,2025-09-19,C92494,B001,Coast,Fixed Deposit,Deposit,Internet Banking,161595.3,31896.44,55,Male,Farmer,47257.79,616,No,8.3,41,60.6,4.1,No,138945.77
1448,2024-11-05,C95565,B011,Rift Valley,Savings,Deposit,Mobile Banking,45123.43,784880.24,31,Male,Farmer,314751.72,742,Yes,12.8,267,28.9,3.6,Yes,50580.89
1449,2025-07-26,C41404,B013,Nairobi,Fixed Deposit,Loan Repayment,Branch,39714.55,1180504.28,35,Female,Teacher,388885.96,565,Yes,12.8,115,22.9,1.0,Yes,42619.42
1450,2024-05-16,C76430,B010,Western,Current,Deposit,Internet Banking,438913.25,350500.62,24,Female,Business,303456.75,337,No,4.2,244,75.3,3.8,No,418149.44
1451,2025-02-14,C58245,B002,Western,Fixed Deposit,Bill Payment,Mobile Banking,410232.34,1604457.42,21,Female,Teacher,270528.24,554,Yes,10.0,252,77.7,5.0,No,342564.29
1452,2025-12-11,C62575,B005,Eastern,Fixed Deposit,Bill Payment,Internet Banking,394111.72,533301.26,68,Female,Farmer,97174.11,842,Yes,8.0,47,34.6,1.9,No,386925.61
1453,2025-08-03,C37081,B008,Central,Fixed Deposit,Transfer,ATM,121225.69,39245.04,36,Female,Farmer,498079.25,614,Yes,7.2,224,65.8,1.4,Yes,98888.16
1454,2024-09-08,C95677,B001,Coast,Savings,Loan Repayment,Mobile Banking,424841.55,466845.01,40,Female,Nurse,222228.6,606,Yes,9.5,49,34.3,3.3,No,480858.82
1455,2025-10-24,C84310,B014,Nairobi,Current,Loan Repayment,ATM,68404.48,1735609.36,55,Female,Farmer,332406.97,333,Yes,15.0,65,9.5,2.5,Yes,76612.7
1456,2024-09-17,C46685,B002,Central,Current,Loan Repayment,Branch,340677.04,244010.21,21,Male,Business,373580.81,548,Yes,17.9,41,37.5,2.0,Yes,323452.46
1457,2024-06-03,C91387,B006,Eastern,Fixed Deposit,Loan Repayment,Internet Banking,288452.55,1224746.44,26,Male,Engineer,119099.44,613,Yes,12.1,140,27.8,4.6,No,244766.52
1458,2024-08-09,C62036,B002,Rift Valley,Savings,Withdrawal,Internet Banking,298013.73,1751427.74,61,Female,Business,239939.44,456,Yes,11.4,35,40.8,4.5,No,291176.73
1459,2025-07-20,C55641,B009,Coast,Savings,Withdrawal,Internet Banking,299879.53,1876944.28,40,Female,Student,499153.37,604,Yes,8.0,267,87.3,3.2,Yes,276444.0
1460,2025-09-26,C80031,B002,Central,Fixed Deposit,Transfer,Internet Banking,464501.23,966925.09,60,Male,Farmer,148134.86,318,Yes,15.1,33,49.4,3.4,Yes,479842.64
1461,2024-02-17,C94929,B007,Central,Current,Withdrawal,Internet Banking,245646.93,139723.94,48,Female,Civil Servant,184536.66,419,No,9.7,132,49.0,3.8,No,198948.54
1462,2024-06-20,C99720,B008,Western,Fixed Deposit,Deposit,Mobile Banking,209225.07,1113564.41,43,Male,Farmer,350980.84,552,Yes,8.1,7,10.8,3.9,No,202553.38
1463,2024-08-21,C53393,B006,Rift Valley,Current,Bill Payment,ATM,147260.34,590083.8,31,Female,Farmer,25410.71,649,Yes,12.2,74,75.3,2.3,No,173957.48
1464,2024-04-11,C33548,B015,Eastern,Savings,Loan Repayment,Internet Banking,115099.62,240837.65,27,Male,Teacher,152008.38,526,Yes,10.6,188,71.8,1.7,No,147299.68
1465,2024-05-23,C29743,B004,Western,Savings,Transfer,Mobile Banking,104965.49,777733.77,47,Female,Civil Servant,127333.98,418,Yes,9.5,3,22.4,3.8,Yes,124394.09
1466,2024-08-06,C93673,B010,Western,Savings,Bill Payment,Branch,499828.46,1593943.13,48,Male,Teacher,346744.81,637,Yes,15.3,248,98.2,4.4,Yes,558637.51
1467,2025-11-05,C34953,B002,Eastern,Fixed Deposit,Deposit,Branch,498523.79,454115.17,20,Male,Civil Servant,313471.25,670,Yes,13.7,24,74.2,3.7,No,636638.07
1468,2024-01-20,C12228,B014,Coast,Current,Deposit,Internet Banking,407539.66,1145645.6,72,Female,Student,452806.87,543,No,2.2,294,29.0,1.7,No,373708.78
1469,2025-07-21,C41403,B006,Eastern,Savings,Deposit,Internet Banking,71958.62,206078.28,61,Female,Civil Servant,386713.27,326,No,12.4,106,14.0,2.5,Yes,73221.7
1470,2024-07-18,C76933,B011,Western,Fixed Deposit,Withdrawal,Branch,416812.77,1799644.6,58,Female,Student,70575.64,334,Yes,10.9,239,31.0,3.3,No,448013.15
1471,2024-06-30,C81981,B002,Eastern,Current,Deposit,Branch,361994.65,1514645.25,34,Female,Teacher,221026.78,665,Yes,10.9,206,85.9,5.0,Yes,370141.47
1472,2024-05-14,C44975,B010,Central,Savings,Deposit,Mobile Banking,82733.7,856821.62,50,Female,Business,82230.72,676,Yes,13.5,272,47.8,2.5,No,80760.92
1473,2024-07-19,C94197,B004,Eastern,Savings,Bill Payment,Mobile Banking,226584.0,1952566.04,40,Female,Civil Servant,381725.55,654,No,18.9,221,3.4,1.9,Yes,194754.49
1474,2025-12-03,C61989,B014,Coast,Current,Bill Payment,Internet Banking,308645.4,368154.96,68,Male,Teacher,75058.27,778,No,12.9,73,24.9,4.1,No,276848.87
1475,2025-10-25,C33956,B007,Eastern,Fixed Deposit,Loan Repayment,Branch,58767.37,816986.84,72,Female,Farmer,373113.45,643,Yes,2.4,38,45.2,2.1,No,56628.55
1476,2024-01-01,C61110,B012,Coast,Fixed Deposit,Loan Repayment,Mobile Banking,493756.48,154585.21,64,Male,Civil Servant,346305.5,383,Yes,5.6,274,49.2,3.6,Yes,411513.08
1477,2025-12-20,C44648,B002,Nairobi,Current,Transfer,ATM,434779.9,1136023.16,18,Female,Nurse,365710.11,672,No,2.5,7,12.0,2.2,No,557643.47
1478,2024-10-11,C50447,B001,Nairobi,Current,Loan Repayment,Internet Banking,25940.02,599021.15,23,Male,Nurse,243315.27,679,Yes,6.4,119,52.4,2.7,Yes,26367.3
1479,2025-10-23,C87800,B004,Western,Current,Transfer,Internet Banking,136006.63,1354718.47,75,Male,Civil Servant,50045.28,685,Yes,15.4,198,95.4,1.7,Yes,115736.1
1480,2024-05-04,C85893,B006,Central,Current,Deposit,Internet Banking,236597.27,1347988.86,46,Male,Teacher,489339.17,791,No,1.5,173,27.8,1.8,No,297615.16
1481,2024-05-28,C76510,B007,Coast,Fixed Deposit,Bill Payment,Mobile Banking,396853.11,1010220.0,34,Female,Student,186579.31,720,Yes,19.7,147,41.9,3.7,Yes,498266.03
1482,2024-03-01,C18621,B009,Rift Valley,Current,Transfer,Branch,149956.82,872754.09,22,Male,Nurse,378598.97,551,Yes,10.8,33,64.9,2.9,Yes,135735.24
1483,2025-04-16,C59869,B004,Nairobi,Savings,Loan Repayment,Mobile Banking,443182.23,881150.41,43,Male,Teacher,488827.45,827,Yes,17.5,208,65.0,1.5,Yes,381357.7
1484,2024-08-27,C66678,B014,Western,Savings,Transfer,Branch,73482.95,1234832.45,30,Male,Business,371290.46,793,No,11.4,104,54.9,3.7,No,92211.29
1485,2024-02-01,C87280,B007,Nairobi,Fixed Deposit,Withdrawal,Internet Banking,994.09,1663993.1,44,Male,Nurse,371699.72,412,Yes,18.9,19,77.2,3.8,No,1172.38
1486,2024-11-19,C30167,B004,Coast,Fixed Deposit,Loan Repayment,Branch,282397.12,1486245.38,61,Male,Student,358803.4,699,Yes,6.0,252,97.5,5.0,Yes,300139.21
1487,2024-04-30,C83019,B013,Nairobi,Savings,Withdrawal,Branch,35986.14,383120.69,59,Male,Business,235539.03,740,No,8.5,238,77.3,4.0,No,41206.42
1488,2025-06-02,C49645,B013,Eastern,Savings,Deposit,Internet Banking,495995.06,260044.67,36,Female,Farmer,24602.38,775,No,13.4,240,57.4,4.1,Yes,406290.89
1489,2024-02-26,C58488,B005,Coast,Fixed Deposit,Bill Payment,Mobile Banking,62663.27,918535.18,31,Female,Student,288148.63,797,Yes,0.8,24,4.8,3.9,No,64247.35
1490,2025-05-01,C77059,B011,Rift Valley,Fixed Deposit,Bill Payment,ATM,426588.99,1618752.74,40,Male,Civil Servant,263910.72,380,Yes,2.8,108,4.7,3.9,Yes,391796.28
1491,2025-01-17,C55098,B011,Eastern,Current,Loan Repayment,ATM,148186.1,1675309.62,69,Female,Business,60718.01,846,No,8.9,260,88.9,1.1,Yes,121993.16
1492,2025-02-12,C21166,B010,Eastern,Savings,Withdrawal,Branch,490607.91,193333.52,72,Female,Teacher,27150.75,836,No,7.3,241,45.8,3.4,Yes,476284.66
1493,2025-09-06,C61085,B009,Nairobi,Savings,Deposit,Branch,354489.75,1269738.44,24,Female,Civil Servant,212528.66,360,Yes,13.7,255,85.6,1.8,No,446513.73
1494,2024-04-21,C62992,B006,Central,Fixed Deposit,Withdrawal,Mobile Banking,295926.23,1895090.34,54,Female,Farmer,200295.65,460,No,11.0,53,35.4,1.3,No,251804.37
1495,2025-12-02,C88570,B006,Eastern,Current,Loan Repayment,Internet Banking,282389.09,771801.46,51,Male,Teacher,371807.05,318,No,2.1,5,81.5,3.0,Yes,266100.04
1496,2025-03-05,C17877,B003,Western,Current,Transfer,Branch,63845.9,1168158.32,63,Male,Farmer,288688.05,826,No,1.3,215,15.7,3.5,Yes,63996.25
1497,2025-05-21,C57650,B004,Eastern,Fixed Deposit,Loan Repayment,Internet Banking,474767.42,1971569.55,38,Female,Engineer,345884.39,538,No,6.5,66,89.5,4.5,Yes,436988.33
1498,2024-03-18,C22030,B001,Western,Fixed Deposit,Transfer,Mobile Banking,212944.56,1559277.6,36,Female,Civil Servant,416009.07,792,No,12.7,44,96.5,2.0,No,249152.82
1499,2024-06-06,C42424,B008,Western,Savings,Withdrawal,Internet Banking,450713.28,447442.21,74,Female,Nurse,97246.06,600,Yes,5.6,155,77.5,2.7,No,416303.43
1500,2025-11-05,C35381,B004,Coast,Current,Deposit,Mobile Banking,242292.58,583388.63,62,Male,Farmer,457381.3,631,Yes,1.1,213,12.2,1.2,Yes,267995.68
1501,2025-04-01,C22271,B002,Coast,Savings,Transfer,ATM,165808.29,1958099.8,27,Female,Farmer,145695.98,801,No,12.4,144,45.4,2.3,No,182743.11
1502,2024-09-17,C65890,B006,Coast,Savings,Withdrawal,ATM,313163.44,1058833.05,65,Female,Teacher,368916.11,337,Yes,9.2,151,79.7,1.9,Yes,319413.24
1503,2024-04-15,C71508,B002,Western,Savings,Deposit,ATM,119920.6,144401.16,36,Male,Farmer,135711.51,558,Yes,15.4,58,79.4,3.4,Yes,118117.74
1504,2025-07-12,C62462,B005,Western,Current,Bill Payment,Branch,193880.49,1831589.26,72,Male,Farmer,13022.23,441,No,8.0,186,87.8,4.9,Yes,249109.86
1505,2025-05-10,C83539,B007,Eastern,Savings,Loan Repayment,Internet Banking,73693.75,504027.17,75,Male,Student,183852.07,584,No,1.1,68,28.7,4.1,Yes,91796.38
1506,2024-10-02,C34313,B003,Nairobi,Fixed Deposit,Bill Payment,Internet Banking,164466.67,1201040.05,69,Male,Student,155800.77,772,Yes,4.3,96,58.2,2.3,Yes,159158.71
1507,2025-12-29,C30172,B013,Eastern,Current,Deposit,Branch,250568.97,1760926.99,20,Male,Student,377033.18,840,Yes,4.8,126,65.3,2.3,Yes,255034.74
1508,2025-04-04,C40267,B008,Western,Savings,Transfer,Internet Banking,106997.27,126105.13,55,Female,Business,399367.57,687,Yes,18.7,74,17.1,3.0,No,132314.81
1509,2025-07-19,C41973,B010,Coast,Fixed Deposit,Transfer,ATM,353038.56,1179886.38,18,Female,Civil Servant,384869.31,826,Yes,3.8,244,39.3,1.0,No,310792.93
1510,2025-09-23,C73727,B003,Coast,Savings,Withdrawal,ATM,192304.27,591754.77,56,Male,Civil Servant,184666.94,332,Yes,18.9,198,64.1,3.1,No,183387.92
1511,2024-11-21,C24822,B015,Nairobi,Fixed Deposit,Transfer,Internet Banking,445487.47,1284847.12,58,Female,Engineer,155843.15,796,Yes,17.6,104,88.0,4.3,Yes,410415.6
1512,2025-06-19,C71291,B014,Nairobi,Current,Transfer,Mobile Banking,59225.85,1504434.43,68,Male,Engineer,182047.8,767,Yes,14.9,53,17.2,3.3,No,57534.97
1513,2025-09-26,C78030,B014,Nairobi,Savings,Bill Payment,Branch,455257.2,1152465.9,23,Female,Teacher,279026.4,450,Yes,4.0,25,94.8,1.0,No,561803.53
1514,2024-11-26,C69787,B005,Rift Valley,Current,Withdrawal,Branch,69801.59,286057.0,24,Female,Civil Servant,318266.13,533,Yes,15.4,54,86.7,5.0,No,82214.43
1515,2024-09-11,C75268,B006,Eastern,Current,Deposit,Branch,305462.86,951963.89,48,Female,Engineer,470195.66,816,Yes,13.5,65,65.0,3.5,Yes,358721.33
1516,2025-06-21,C87082,B008,Eastern,Savings,Transfer,Branch,310103.77,1885971.94,36,Female,Teacher,462719.66,671,No,3.6,176,42.8,2.9,Yes,302580.24
1517,2025-08-15,C58050,B012,Nairobi,Fixed Deposit,Transfer,ATM,24726.2,1456482.43,67,Male,Farmer,376583.72,506,Yes,13.2,120,58.9,4.6,Yes,23465.42
1518,2024-09-02,C54150,B009,Coast,Fixed Deposit,Withdrawal,Mobile Banking,362047.75,179597.41,31,Female,Business,59076.69,827,Yes,6.1,39,24.8,1.3,Yes,395688.15
1519,2025-09-13,C10623,B015,Rift Valley,Savings,Deposit,ATM,111749.42,106897.42,68,Female,Student,139814.78,525,Yes,2.9,177,86.6,4.7,No,99448.92
1520,2025-03-26,C44630,B015,Eastern,Savings,Loan Repayment,Mobile Banking,249768.56,1593582.57,47,Female,Business,207368.78,703,No,18.2,53,14.1,4.5,Yes,242507.62
1521,2025-10-21,C11727,B011,Coast,Fixed Deposit,Bill Payment,ATM,304549.09,1539498.27,22,Male,Student,423134.64,519,Yes,10.0,220,67.8,2.2,Yes,341111.68
1522,2025-10-06,C90691,B010,Rift Valley,Current,Loan Repayment,ATM,395975.22,438075.66,35,Female,Student,484932.69,691,Yes,16.9,20,70.0,3.2,Yes,383097.82
1523,2025-09-10,C12428,B006,Eastern,Savings,Deposit,Mobile Banking,476972.42,175764.43,57,Female,Business,330803.14,303,No,1.1,230,6.5,3.4,No,459088.31
1524,2024-07-28,C47028,B011,Central,Savings,Bill Payment,Branch,114568.61,139090.86,67,Male,Farmer,134885.73,630,No,11.8,211,86.4,3.2,No,134182.71
1525,2024-12-22,C45769,B005,Central,Savings,Deposit,ATM,8236.84,1645486.78,64,Female,Teacher,93221.16,342,Yes,16.9,6,13.6,2.9,Yes,10447.86
1526,2024-04-12,C86319,B007,Rift Valley,Fixed Deposit,Deposit,Branch,351932.46,1628044.2,58,Female,Teacher,311610.77,335,No,14.6,291,43.4,2.8,No,373650.35
1527,2025-11-24,C55040,B015,Western,Savings,Withdrawal,Branch,346455.73,1900047.31,73,Male,Teacher,446167.36,691,No,6.9,55,7.0,4.2,No,427863.69
1528,2025-12-11,C57197,B006,Nairobi,Fixed Deposit,Loan Repayment,Internet Banking,278490.48,1462894.66,75,Female,Teacher,123639.92,382,Yes,8.1,273,38.7,1.2,Yes,265372.53
1529,2024-07-25,C46846,B011,Rift Valley,Fixed Deposit,Transfer,ATM,215067.9,1074928.07,65,Male,Teacher,220859.77,681,Yes,12.9,246,68.2,3.9,No,203022.05
1530,2024-10-05,C20673,B015,Rift Valley,Fixed Deposit,Withdrawal,ATM,499660.74,1794622.54,37,Male,Nurse,438193.82,334,No,7.4,275,6.0,2.1,No,573456.57
1531,2025-04-23,C86585,B004,Western,Fixed Deposit,Withdrawal,Internet Banking,188150.8,1051641.56,21,Male,Student,331268.45,550,No,13.5,52,19.0,4.4,Yes,154755.76
1532,2025-02-25,C25245,B013,Central,Fixed Deposit,Bill Payment,ATM,267430.93,825595.71,35,Male,Business,165792.37,504,Yes,9.1,278,33.2,1.3,No,327791.78
1533,2025-01-26,C24208,B003,Rift Valley,Savings,Bill Payment,Internet Banking,3643.51,966143.24,25,Male,Farmer,365443.11,778,Yes,1.0,86,3.2,2.1,Yes,4399.2
1534,2025-01-21,C24847,B013,Central,Savings,Loan Repayment,ATM,440050.58,1308340.55,66,Female,Engineer,307634.63,423,No,8.1,84,19.8,2.2,No,551527.47
1535,2025-03-19,C48742,B005,Coast,Savings,Withdrawal,Branch,59998.7,402607.98,46,Male,Engineer,102494.18,707,Yes,11.5,110,65.6,3.8,No,69754.53
1536,2024-01-01,C17481,B013,Coast,Current,Withdrawal,Mobile Banking,283151.68,372854.52,33,Female,Civil Servant,365414.74,671,No,18.4,289,39.3,4.2,No,247696.24
1537,2025-06-01,C46554,B009,Coast,Savings,Loan Repayment,Branch,432801.29,690359.84,24,Female,Civil Servant,233443.01,671,Yes,19.4,280,54.9,5.0,No,478389.7
1538,2024-04-30,C37066,B014,Western,Savings,Transfer,Mobile Banking,307950.17,490292.47,30,Female,Nurse,408853.36,300,Yes,5.2,43,24.9,4.8,Yes,333585.03
1539,2025-11-01,C36640,B007,Central,Fixed Deposit,Deposit,Mobile Banking,324112.05,591920.5,73,Male,Nurse,353927.62,676,No,12.1,47,32.4,4.3,No,403885.55
1540,2025-08-08,C12842,B012,Western,Savings,Loan Repayment,Branch,369067.14,1469562.34,21,Female,Teacher,351261.85,380,No,15.1,17,47.5,1.6,No,461912.13
1541,2025-02-26,C16115,B002,Rift Valley,Fixed Deposit,Loan Repayment,Internet Banking,204414.06,949639.87,51,Female,Nurse,386509.24,695,No,4.5,230,37.9,3.1,Yes,184754.21
1542,2025-04-30,C39187,B004,Central,Savings,Bill Payment,ATM,131322.06,695387.5,61,Female,Nurse,163336.45,399,Yes,9.9,254,44.3,1.3,No,118620.09
1543,2025-05-16,C50929,B001,Rift Valley,Current,Bill Payment,Branch,427649.83,1635912.19,72,Male,Business,226429.13,848,No,13.9,246,45.7,3.7,Yes,431794.56
1544,2025-06-26,C36994,B014,Rift Valley,Fixed Deposit,Transfer,Mobile Banking,265820.0,569343.08,51,Female,Student,14415.4,768,No,12.8,129,89.0,5.0,No,222935.16
1545,2025-04-02,C89395,B013,Nairobi,Fixed Deposit,Loan Repayment,ATM,79971.02,278575.07,41,Female,Student,181985.22,441,No,12.9,107,25.6,5.0,No,65613.01
1546,2024-12-06,C87294,B007,Rift Valley,Fixed Deposit,Withdrawal,Branch,321611.78,1865187.18,57,Male,Business,97685.34,420,No,17.7,135,36.8,3.6,Yes,362349.44
1547,2024-05-07,C42338,B004,Rift Valley,Current,Deposit,Branch,360037.48,934760.26,27,Male,Farmer,484752.65,405,No,5.1,107,91.3,1.6,Yes,371449.01
1548,2024-11-08,C22770,B014,Coast,Current,Deposit,Internet Banking,14219.67,905468.88,21,Female,Business,96404.44,724,Yes,1.6,136,65.8,4.8,No,13548.87
1549,2025-04-09,C35187,B004,Central,Fixed Deposit,Bill Payment,Internet Banking,271047.11,903784.12,37,Male,Business,477171.49,363,No,7.9,254,30.3,1.2,Yes,283398.4
1550,2024-05-22,C60546,B005,Nairobi,Current,Loan Repayment,Internet Banking,472147.26,1077472.54,48,Male,Business,488746.19,493,Yes,8.8,33,9.3,1.8,Yes,530205.63
1551,2025-07-03,C92290,B005,Nairobi,Fixed Deposit,Withdrawal,Mobile Banking,175527.02,263652.99,33,Male,Teacher,388639.1,302,No,13.2,77,17.4,1.1,No,221551.07
1552,2024-12-14,C29106,B014,Coast,Savings,Loan Repayment,Internet Banking,148591.43,50780.32,22,Male,Student,55471.21,519,No,15.9,267,73.6,2.1,No,161435.28
1553,2024-02-19,C55410,B008,Nairobi,Savings,Bill Payment,ATM,313528.67,664077.15,50,Male,Engineer,344762.51,455,Yes,19.4,171,91.9,1.9,Yes,364313.09
1554,2024-04-16,C42393,B010,Western,Fixed Deposit,Transfer,Mobile Banking,21486.07,177368.59,43,Male,Business,288985.8,606,Yes,1.7,201,81.4,1.4,Yes,24292.07
1555,2024-10-17,C79534,B005,Eastern,Fixed Deposit,Deposit,Branch,437615.49,270739.47,30,Male,Civil Servant,306939.55,722,No,15.1,272,89.0,3.0,Yes,502406.66
1556,2025-10-23,C86199,B015,Central,Fixed Deposit,Deposit,Internet Banking,445732.57,1782379.03,73,Male,Nurse,82562.43,714,No,3.5,63,19.4,1.9,Yes,497383.82
1557,2024-09-09,C44902,B009,Rift Valley,Current,Withdrawal,Mobile Banking,151131.3,1190639.94,32,Male,Teacher,174880.55,779,No,19.0,270,52.1,4.0,No,190665.87
1558,2024-04-27,C48435,B011,Eastern,Current,Withdrawal,Mobile Banking,468892.23,96068.57,21,Male,Teacher,396183.47,594,Yes,10.1,141,37.0,1.9,No,457688.78
1559,2025-03-04,C84155,B005,Central,Current,Deposit,ATM,128237.61,570172.55,63,Male,Teacher,335734.44,308,No,3.9,283,81.6,3.1,No,163116.29
1560,2025-01-08,C11251,B015,Nairobi,Savings,Transfer,ATM,244965.62,1071839.38,68,Male,Business,140565.2,564,No,15.0,267,39.4,4.8,No,309477.48
1561,2025-07-31,C75962,B003,Western,Fixed Deposit,Loan Repayment,Internet Banking,52429.58,1598912.73,51,Female,Farmer,107862.18,760,Yes,7.0,56,54.8,1.6,Yes,49042.08
1562,2024-02-21,C13508,B004,Central,Current,Deposit,ATM,246686.27,1104475.3,25,Male,Student,97026.83,339,No,10.9,176,10.5,4.3,No,202272.44
1563,2025-04-05,C69376,B010,Central,Fixed Deposit,Withdrawal,Internet Banking,138769.38,1227013.52,32,Male,Civil Servant,204806.81,463,Yes,18.3,232,73.4,1.1,No,166689.06
1564,2025-08-05,C89857,B006,Nairobi,Savings,Loan Repayment,Branch,63990.46,1324670.66,18,Female,Teacher,84580.22,819,No,13.5,234,17.4,2.0,No,64103.78
1565,2024-04-01,C28060,B003,Coast,Savings,Deposit,ATM,116986.98,1250240.78,71,Male,Teacher,37591.87,612,Yes,12.9,122,2.0,1.1,No,111197.06
1566,2025-05-31,C35179,B005,Central,Savings,Deposit,ATM,229838.53,1993842.72,27,Male,Engineer,455709.91,590,No,15.4,283,74.4,3.8,No,251635.14
1567,2025-08-29,C66044,B002,Eastern,Savings,Withdrawal,Mobile Banking,242733.13,277047.27,61,Female,Student,335312.0,545,No,8.5,50,87.5,4.0,Yes,303037.92
1568,2025-05-10,C47794,B009,Nairobi,Fixed Deposit,Deposit,Branch,239548.59,1686236.86,67,Male,Business,84416.09,844,No,14.8,103,8.1,1.8,Yes,253001.6
1569,2024-12-21,C16205,B009,Eastern,Savings,Bill Payment,Internet Banking,95174.92,883735.92,19,Male,Engineer,414684.93,799,Yes,15.4,150,21.2,1.8,Yes,116935.66
1570,2025-02-19,C91081,B006,Coast,Savings,Loan Repayment,Branch,7478.11,46208.89,66,Male,Nurse,449262.06,776,Yes,14.2,72,7.9,2.9,Yes,8687.61
1571,2025-06-05,C16620,B010,Western,Fixed Deposit,Deposit,Mobile Banking,136785.27,1621215.52,48,Female,Farmer,368807.01,695,Yes,9.5,233,91.0,3.6,No,133461.49
1572,2025-01-20,C92633,B014,Nairobi,Fixed Deposit,Deposit,Branch,134401.43,1301577.12,47,Female,Student,317478.53,485,No,5.4,285,42.0,3.6,Yes,174046.7
1573,2024-07-15,C87841,B009,Coast,Fixed Deposit,Deposit,Internet Banking,130729.49,1637104.22,26,Male,Business,466316.86,684,Yes,2.2,284,28.4,4.5,Yes,125916.76
1574,2024-04-02,C60532,B014,Eastern,Current,Deposit,Mobile Banking,170892.15,1299403.69,22,Female,Farmer,492549.86,448,Yes,13.3,94,11.4,1.9,No,185697.53
1575,2025-03-18,C58785,B005,Coast,Fixed Deposit,Loan Repayment,Mobile Banking,17487.34,1022118.22,52,Female,Farmer,241867.37,305,No,13.6,229,99.7,5.0,Yes,20165.43
1576,2025-05-06,C77678,B006,Nairobi,Current,Transfer,ATM,338350.64,1987553.81,52,Male,Student,130523.84,540,No,7.0,20,30.2,3.7,Yes,407333.7
1577,2024-06-26,C84131,B007,Nairobi,Current,Bill Payment,Internet Banking,70009.9,506944.9,65,Male,Teacher,241737.5,356,Yes,8.1,133,77.4,1.0,No,78368.41
1578,2024-10-26,C89992,B013,Nairobi,Fixed Deposit,Loan Repayment,Mobile Banking,234949.22,1977830.42,30,Male,Farmer,455544.11,637,No,1.4,47,4.8,1.8,Yes,192414.72
1579,2025-09-21,C35004,B011,Eastern,Fixed Deposit,Bill Payment,ATM,51221.01,1316616.89,73,Female,Student,444378.27,744,Yes,7.2,18,51.8,1.2,No,64223.09
1580,2024-01-04,C86583,B005,Eastern,Savings,Withdrawal,ATM,173411.98,1032672.89,30,Male,Nurse,10502.1,544,No,15.7,65,13.9,1.7,Yes,157271.05
